student_id,topic,field_of_interest,quiz_score,concept_score,practical_score,confidence,prior_experience,hours_per_week,preferred_content,learning_style,difficulty_preference,completion_rate,avg_session_minutes,quiz_attempts,needs_revision,topic_prerequisite_score,interest_score,knowledge_gap,recommended_action,resource_type,recommendation_priority
4805,Decision Trees,Machine Learning,33.03,25.09,8.56,32.97,Advanced,2.25,Article,Mixed,Intermediate,25.5,31.05,3,1,5.06,28.86,74.25,Learn Fundamentals,Video,High
1929,EDA,Data Science,0.0,3.94,3.0,45.79,Some Experience,3.04,Practice Questions,Mixed,Beginner,20.63,31.12,7,1,8.75,20.99,98.22,Learn Fundamentals,Video,High
4123,Data Preprocessing,Machine Learning,23.25,58.04,28.79,12.36,Some Experience,4.29,Video,Reading,Adaptive,17.23,14.08,5,1,41.54,19.82,65.21,Learn Fundamentals,Article,High
3311,Model Evaluation,Machine Learning,0.0,11.21,13.39,13.64,Some Experience,8.22,Practice Questions,Reading,Adaptive,33.88,14.71,4,1,0.0,2.73,93.96,Learn Fundamentals,Article,High
3098,FastAPI,Backend Development,45.01,72.57,55.89,51.2,Beginner,2.68,Practice Questions,Reading,Intermediate,49.87,51.01,3,1,75.3,17.98,44.55,Revision,Interactive Course,Medium
4659,Classification,Machine Learning,42.03,56.31,54.16,37.61,None,8.42,Interactive Course,Hands-on,Adaptive,2.22,39.94,4,1,44.42,23.81,51.26,Revision,Practice Questions,Medium
3392,Data Preprocessing,Machine Learning,44.32,36.67,15.27,36.1,Beginner,1.65,Article,Hands-on,Adaptive,,32.29,4,1,10.33,17.43,63.78,Learn Fundamentals,Article,High
1350,Classification,Machine Learning,42.08,58.71,23.68,24.44,Some Experience,12.07,Interactive Course,Mixed,Adaptive,53.13,31.66,5,1,28.62,39.41,56.61,Learn Fundamentals,Video,High
3974,REST APIs,Backend Development,46.87,46.24,11.04,54.53,Advanced,5.27,Video,Mixed,Adaptive,42.6,53.96,5,1,27.94,44.93,60.49,Learn Fundamentals,Video,High
4999,Git/GitHub,Software Development,39.46,47.94,47.94,22.26,None,1.31,Interactive Course,Reading,Adaptive,48.4,54.46,4,1,20.93,47.26,56.3,Learn Fundamentals,Article,High
2834,Overfitting & Underfitting,Machine Learning,3.95,39.9,10.5,47.7,Intermediate,5.72,Article,Mixed,Adaptive,40.74,20.42,5,1,23.12,24.75,83.96,Learn Fundamentals,Video,High
2192,Classification,Machine Learning,10.66,9.23,13.23,52.15,Beginner,5.5,Interactive Course,Hands-on,Beginner,29.86,41.07,6,1,32.38,40.57,89.25,Learn Fundamentals,Article,High
3977,HTML/CSS,Web Development,21.21,44.44,40.92,26.28,Some Experience,5.38,Documentation,Visual,Adaptive,38.56,30.77,6,1,51.88,16.0,67.88,Learn Fundamentals,Video,High
2563,React,Web Development,57.2,59.66,47.34,45.31,Beginner,2.65,Practice Questions,Reading,Intermediate,26.11,24.54,4,0,40.56,16.46,44.03,Revision,Interactive Course,Medium
1213,FastAPI,Backend Development,7.99,31.88,0.0,16.2,Intermediate,2.07,Video,Reading,Adaptive,9.0,15.39,6,1,19.71,0.0,86.44,Learn Fundamentals,Article,High
3387,React,Web Development,17.42,0.7,25.2,41.2,Beginner,14.11,Video,Mixed,Intermediate,35.4,42.61,5,1,22.79,23.61,86.04,Learn Fundamentals,Video,High
2440,ML Fundamentals,Machine Learning,38.5,55.07,49.97,11.71,None,20.75,Video,Mixed,Intermediate,,40.55,4,1,55.3,14.71,54.24,Learn Fundamentals,Video,High
3270,HTML/CSS,Web Development,,49.72,32.91,30.31,None,3.34,Video,Hands-on,Adaptive,19.29,42.66,3,1,26.81,38.6,52.94,Learn Fundamentals,Article,High
3144,Classification,Machine Learning,0.0,12.27,0.0,37.58,Some Experience,4.93,Project,Visual,Intermediate,0.0,29.4,6,1,14.9,10.31,96.32,Learn Fundamentals,Video,High
395,Classification,Machine Learning,23.79,32.81,21.73,39.66,None,7.56,Project,Hands-on,Beginner,5.13,42.24,6,1,9.81,24.97,73.92,Learn Fundamentals,Article,High
3879,Deployment,DevOps/Cloud,4.91,8.88,22.35,6.96,Beginner,18.24,Interactive Course,Mixed,Advanced,38.9,35.15,7,1,0.0,24.68,90.41,Learn Fundamentals,Video,High
834,SQL/Databases,Backend Development,10.37,49.68,21.11,34.31,None,15.87,Interactive Course,Reading,Beginner,23.64,37.86,6,1,42.28,14.65,75.69,Learn Fundamentals,Article,High
3923,EDA,Data Science,11.47,28.92,45.07,,Beginner,9.33,Article,Visual,Intermediate,8.01,30.61,6,1,46.12,24.68,76.57,Learn Fundamentals,Video,High
348,Overfitting & Underfitting,Machine Learning,30.78,30.11,44.06,9.88,Some Experience,9.32,Article,Mixed,Advanced,,28.2,4,1,47.63,7.47,66.76,Learn Fundamentals,Video,High
851,Overfitting & Underfitting,Machine Learning,21.65,0.58,31.06,28.15,Advanced,5.3,Video,Visual,Adaptive,39.51,25.68,6,1,0.0,47.49,82.79,Learn Fundamentals,Video,High
2618,Data Preprocessing,Machine Learning,10.57,0.0,11.19,0.0,Beginner,5.1,Video,Hands-on,Advanced,23.73,28.79,5,1,0.0,22.88,92.48,Learn Fundamentals,Article,High
282,SQL/Databases,Backend Development,22.34,37.46,22.14,39.02,Beginner,3.81,Documentation,Hands-on,Beginner,33.38,33.78,4,1,15.34,39.94,73.17,Learn Fundamentals,Article,High
1096,Classification,Machine Learning,0.0,0.0,0.0,5.92,Some Experience,2.43,Interactive Course,Visual,Adaptive,11.98,21.29,6,1,5.42,15.06,100.0,Learn Fundamentals,Video,High
2632,SQL/Databases,Backend Development,27.13,5.76,47.96,23.67,Beginner,5.25,Video,Mixed,Beginner,6.75,27.73,5,1,29.64,41.89,75.12,Learn Fundamentals,Video,High
2389,Data Preprocessing,Machine Learning,46.13,38.58,33.01,35.8,Some Experience,4.13,Interactive Course,Visual,Adaptive,49.14,32.27,5,1,25.92,47.27,58.76,Learn Fundamentals,Video,High
2034,Decision Trees,Machine Learning,21.86,44.45,46.36,62.58,Intermediate,1.59,Practice Questions,Mixed,Beginner,24.04,30.93,5,1,15.4,27.61,66.46,Learn Fundamentals,Video,High
2359,Decision Trees,Machine Learning,12.36,23.65,15.57,49.03,Some Experience,11.47,Documentation,Visual,Adaptive,18.92,40.38,7,1,29.76,27.23,83.61,Learn Fundamentals,Video,High
2715,Logistic Regression,Machine Learning,41.67,28.89,42.18,41.57,Beginner,6.51,Practice Questions,Mixed,Adaptive,5.75,39.41,4,1,33.23,26.12,62.06,Learn Fundamentals,Video,High
4811,Logistic Regression,Machine Learning,22.95,18.94,29.48,11.95,Some Experience,12.71,Project,Mixed,Advanced,40.19,22.35,4,1,12.37,35.72,76.95,Learn Fundamentals,Video,High
4921,Clustering,Machine Learning,46.83,45.66,41.01,57.27,Beginner,1.0,Practice Questions,Hands-on,Beginner,19.59,44.43,3,1,52.65,55.19,54.69,Build Concept,Video,High
373,HTML/CSS,Web Development,0.0,0.0,0.0,9.32,Advanced,2.57,Interactive Course,Visual,Beginner,29.52,23.0,5,1,21.45,22.12,100.0,Learn Fundamentals,Video,High
3007,Decision Trees,Machine Learning,28.12,21.34,12.16,48.19,Intermediate,11.32,Project,Reading,Adaptive,40.94,34.87,6,1,11.41,26.73,77.11,Learn Fundamentals,Article,High
2108,Model Evaluation,Machine Learning,16.05,29.85,23.52,9.2,Beginner,4.07,Video,Visual,Advanced,20.75,33.86,5,1,27.33,27.28,78.32,Learn Fundamentals,Video,High
4033,React,Web Development,3.61,16.58,27.79,1.61,None,3.37,Video,Hands-on,Beginner,0.0,20.05,6,1,26.31,28.12,87.66,Learn Fundamentals,Article,High
4071,HTML/CSS,Web Development,41.58,25.44,33.31,24.09,None,8.21,Video,Mixed,Intermediate,7.9,23.11,3,1,23.73,38.97,64.92,Learn Fundamentals,Video,High
115,Deployment,DevOps/Cloud,32.76,0.0,38.59,27.69,Beginner,2.67,Article,Mixed,Advanced,40.5,24.86,4,1,0.0,21.17,75.9,Learn Fundamentals,Video,High
2691,Decision Trees,Machine Learning,9.32,10.77,9.3,6.95,Beginner,6.74,Interactive Course,Visual,Advanced,19.38,18.83,6,1,14.12,8.0,90.25,Learn Fundamentals,Video,High
2327,Model Evaluation,Machine Learning,39.51,19.93,24.01,23.34,Some Experience,2.21,Practice Questions,Visual,Beginner,24.46,22.65,4,1,8.42,30.75,69.46,Learn Fundamentals,Video,High
4424,EDA,Data Science,53.93,18.77,0.0,0.28,Beginner,3.15,Interactive Course,Hands-on,Adaptive,0.0,39.76,3,1,25.06,3.37,67.4,Learn Fundamentals,Article,High
1355,Deployment,DevOps/Cloud,0.0,0.0,0.0,10.39,Intermediate,17.39,Project,Visual,Advanced,44.46,32.65,7,1,0.95,31.56,100.0,Learn Fundamentals,Video,High
2837,REST APIs,Backend Development,10.78,19.63,52.28,34.44,Intermediate,4.84,Video,Reading,Advanced,14.1,42.77,7,1,0.0,19.93,78.27,Learn Fundamentals,Article,High
2126,Overfitting & Underfitting,Machine Learning,0.0,23.46,30.35,17.86,Some Experience,1.0,Video,Mixed,Adaptive,18.14,25.03,5,1,27.47,17.27,86.89,Learn Fundamentals,Video,High
3567,REST APIs,Backend Development,8.97,18.41,,41.21,Some Experience,2.53,Interactive Course,Visual,Intermediate,33.75,31.0,5,1,18.98,20.72,84.69,Learn Fundamentals,Video,High
541,Git/GitHub,Software Development,51.3,69.42,37.58,68.62,None,5.2,Article,Reading,Advanced,30.03,36.15,3,1,59.58,31.74,46.01,Study Core Material,Article,Medium
33,Decision Trees,Machine Learning,22.48,67.69,31.42,34.19,Beginner,1.53,Video,Mixed,Intermediate,2.75,24.86,5,1,47.12,0.67,62.16,Learn Fundamentals,Video,High
2420,REST APIs,Backend Development,9.05,32.96,9.88,14.2,Intermediate,6.47,Interactive Course,Reading,Intermediate,19.18,27.94,4,1,18.76,15.75,83.61,Learn Fundamentals,Article,High
2099,Overfitting & Underfitting,Machine Learning,32.94,52.85,14.89,67.71,None,6.11,Video,Visual,Intermediate,55.14,44.05,4,1,13.84,37.25,64.7,Learn Fundamentals,Video,High
4706,Linear Regression,Machine Learning,12.02,24.54,29.83,66.53,Beginner,9.11,Interactive Course,Visual,Beginner,18.4,37.32,5,1,6.15,13.99,80.66,Learn Fundamentals,Video,High
4429,Classification,Machine Learning,27.49,0.0,13.06,0.0,Some Experience,8.12,Interactive Course,Reading,Intermediate,0.0,10.57,5,1,8.78,19.61,83.64,Learn Fundamentals,Article,High
3889,REST APIs,Backend Development,45.87,21.01,25.07,42.27,Some Experience,8.4,Practice Questions,Reading,Adaptive,65.02,31.47,3,1,47.14,22.88,65.75,Revision,Practice Questions,Medium
457,REST APIs,Backend Development,43.69,53.26,33.39,42.62,Beginner,6.43,Video,Reading,Adaptive,26.47,42.26,4,1,52.18,36.4,55.5,Revision,Video,Medium
3015,Overfitting & Underfitting,Machine Learning,37.42,38.79,49.68,15.25,Beginner,8.35,Interactive Course,Mixed,Adaptive,26.24,28.92,4,1,25.82,31.72,59.71,Learn Fundamentals,Video,High
2909,Deployment,DevOps/Cloud,16.66,9.34,32.41,24.96,Beginner,4.24,Project,Reading,Adaptive,33.3,49.05,6,1,5.17,39.54,82.39,Learn Fundamentals,Article,High
2766,JavaScript,Web Development,21.71,12.41,27.28,0.0,Some Experience,7.2,Interactive Course,Hands-on,Beginner,3.8,17.58,5,1,24.12,2.65,79.96,Learn Fundamentals,Article,High
3923,Linear Regression,Machine Learning,16.47,14.95,25.29,12.91,Beginner,9.33,Article,Visual,Intermediate,0.0,14.73,6,1,38.7,8.7,82.22,Learn Fundamentals,Video,High
755,Decision Trees,Machine Learning,47.8,53.05,43.65,66.94,Beginner,7.5,Article,Reading,Intermediate,33.27,37.0,4,1,44.7,16.44,51.45,Study Core Material,Article,Medium
3151,React,Web Development,0.88,8.14,13.38,3.32,None,4.95,Video,Hands-on,Intermediate,21.85,12.49,6,1,0.0,15.02,94.44,Learn Fundamentals,Article,High
2067,ML Fundamentals,Machine Learning,29.02,72.82,32.88,41.9,Beginner,6.83,Article,Reading,Intermediate,28.55,37.35,5,1,75.78,23.24,57.07,Learn Fundamentals,Article,High
3447,React,Web Development,16.11,26.44,16.99,56.8,Some Experience,10.99,Practice Questions,Visual,Intermediate,24.38,34.82,4,1,16.8,26.83,80.62,Learn Fundamentals,Video,High
524,Overfitting & Underfitting,Machine Learning,25.7,24.0,59.75,8.28,Beginner,9.37,Documentation,Visual,Advanced,6.31,24.22,5,1,30.69,16.14,68.0,Learn Fundamentals,Video,High
1348,Decision Trees,Machine Learning,17.85,18.55,30.96,44.04,None,14.03,Video,Hands-on,Intermediate,23.45,34.7,5,1,5.33,33.5,79.32,Learn Fundamentals,Article,High
2607,FastAPI,Backend Development,18.87,7.43,15.54,25.17,Beginner,4.04,Documentation,Reading,Adaptive,4.69,27.64,5,1,0.92,7.06,85.23,Learn Fundamentals,Article,High
2221,FastAPI,Backend Development,9.2,0.0,,38.57,None,1.0,Project,Reading,Intermediate,33.62,32.95,4,1,0.0,25.78,92.28,Learn Fundamentals,Article,High
2288,Logistic Regression,Machine Learning,52.23,39.78,67.84,36.48,None,16.96,Documentation,Hands-on,Intermediate,27.68,24.39,4,1,60.51,17.59,48.38,Revision,Interactive Course,Medium
2286,Linear Regression,Machine Learning,31.2,43.96,22.76,38.65,None,8.26,Video,Hands-on,Adaptive,36.37,41.14,3,1,17.87,33.45,66.66,Learn Fundamentals,Article,High
4967,Decision Trees,Machine Learning,21.74,16.45,2.96,19.38,None,6.99,Documentation,Visual,Adaptive,5.27,21.1,6,1,24.25,25.07,83.6,Learn Fundamentals,Video,High
1818,JavaScript,Web Development,18.73,50.7,0.0,41.76,Some Experience,1.0,Video,Reading,Beginner,15.46,37.4,6,1,30.1,21.66,75.42,Learn Fundamentals,Article,High
4730,Classification,Machine Learning,10.16,39.44,25.13,42.28,Some Experience,2.86,Interactive Course,Mixed,Adaptive,45.23,35.62,6,1,24.47,28.84,78.06,Learn Fundamentals,Video,High
4292,SQL/Databases,Backend Development,21.3,0.0,13.73,24.09,Beginner,12.83,Interactive Course,Hands-on,Beginner,26.95,33.34,4,1,13.45,31.28,86.61,Learn Fundamentals,Article,High
1978,Deployment,DevOps/Cloud,19.61,22.92,10.75,34.4,Beginner,4.15,Project,Mixed,Intermediate,33.68,33.18,5,1,18.08,13.08,81.17,Learn Fundamentals,Video,High
2416,REST APIs,Backend Development,48.45,28.46,35.09,45.9,Beginner,7.19,Practice Questions,Visual,Beginner,53.94,44.91,4,1,39.84,35.95,60.22,Learn Fundamentals,Video,High
1359,Classification,Machine Learning,0.99,27.0,30.79,0.0,None,6.93,Interactive Course,Mixed,Intermediate,20.33,26.12,6,1,23.65,27.22,85.25,Learn Fundamentals,Video,High
2939,Decision Trees,Machine Learning,49.1,21.96,1.04,18.87,Intermediate,3.41,Practice Questions,Hands-on,Beginner,0.0,34.04,3,1,18.34,27.8,68.65,Learn Fundamentals,Article,High
3427,React,Web Development,5.16,24.05,15.32,38.81,Beginner,4.99,Practice Questions,Hands-on,Beginner,25.99,41.38,6,1,1.31,33.33,87.14,Learn Fundamentals,Article,High
1567,SQL/Databases,Backend Development,26.17,24.29,25.73,24.3,Some Experience,3.49,Video,Mixed,Adaptive,21.51,34.5,5,1,30.09,34.55,74.48,Learn Fundamentals,Video,High
3025,Git/GitHub,Software Development,12.04,31.65,19.13,18.11,Beginner,2.31,Interactive Course,Visual,Advanced,0.0,10.8,5,1,35.2,16.94,80.66,Learn Fundamentals,Video,High
4776,Clustering,Machine Learning,53.39,54.87,33.74,40.94,Beginner,6.45,Interactive Course,Hands-on,Adaptive,23.76,48.57,3,1,37.39,32.0,50.1,Learn Fundamentals,Article,High
3576,Classification,Machine Learning,41.76,34.94,20.66,37.73,Beginner,1.64,Article,Reading,Adaptive,26.39,41.68,3,1,43.04,17.08,64.5,Revision,Practice Questions,Medium
1431,Classification,Machine Learning,39.98,79.11,38.12,39.92,None,3.73,Documentation,Reading,Adaptive,30.15,22.75,3,1,64.92,34.17,48.66,Learn Fundamentals,Article,High
2793,REST APIs,Backend Development,41.0,34.5,0.0,21.84,None,2.72,Documentation,Hands-on,Beginner,11.99,33.63,3,1,45.68,12.35,69.15,Revision,Interactive Course,Medium
2553,Decision Trees,Machine Learning,9.37,43.99,50.39,20.84,None,4.2,Interactive Course,Mixed,Beginner,0.0,42.98,6,1,47.02,38.28,72.04,Learn Fundamentals,Video,High
1569,REST APIs,Backend Development,9.13,35.96,17.43,29.29,None,3.2,Video,Visual,Adaptive,20.11,45.14,6,1,27.35,39.26,81.16,Learn Fundamentals,Video,High
3111,Decision Trees,Machine Learning,0.0,16.32,56.18,0.0,Some Experience,6.48,Interactive Course,Mixed,Intermediate,17.25,27.76,6,1,20.9,25.94,83.87,Learn Fundamentals,Video,High
1401,Clustering,Machine Learning,38.64,28.64,4.36,23.54,Some Experience,3.34,Project,Hands-on,Advanced,0.0,36.5,5,1,13.87,37.12,71.22,Learn Fundamentals,Article,High
458,REST APIs,Backend Development,5.26,44.8,27.44,33.13,None,6.85,Documentation,Hands-on,Adaptive,32.21,42.4,6,1,11.71,24.72,78.44,Learn Fundamentals,Article,High
4246,Clustering,Machine Learning,0.0,0.0,22.74,18.9,None,3.81,Documentation,Visual,Adaptive,23.83,41.71,7,1,23.38,24.16,95.45,Learn Fundamentals,Video,High
4468,HTML/CSS,Web Development,37.16,45.56,33.74,28.87,Intermediate,3.51,Practice Questions,Mixed,Adaptive,17.28,39.21,4,1,40.9,11.58,61.0,Learn Fundamentals,Video,High
680,Decision Trees,Machine Learning,0.0,30.48,24.3,21.75,None,1.55,Video,Visual,Intermediate,41.77,40.97,6,1,15.03,22.15,86.0,Learn Fundamentals,Video,High
1740,Git/GitHub,Software Development,23.18,26.18,10.56,26.86,Some Experience,6.02,Video,Mixed,Advanced,12.25,33.57,5,1,25.44,20.34,78.44,Learn Fundamentals,Video,High
1374,Deployment,DevOps/Cloud,26.36,21.61,57.07,36.72,Advanced,6.85,Video,Hands-on,Advanced,2.22,44.82,4,1,32.51,25.3,68.92,Learn Fundamentals,Article,High
189,REST APIs,Backend Development,13.64,41.59,14.08,54.64,Beginner,5.2,Interactive Course,Hands-on,Advanced,25.61,41.09,5,1,28.1,18.68,77.89,Learn Fundamentals,Article,High
1369,EDA,Data Science,16.24,18.01,5.4,10.7,Beginner,3.17,Video,Reading,Advanced,16.48,24.45,4,1,7.27,10.25,85.4,Learn Fundamentals,Article,High
445,Decision Trees,Machine Learning,22.42,23.03,16.87,18.95,Some Experience,7.2,Article,Mixed,Intermediate,10.08,14.11,5,1,1.44,1.25,78.51,Learn Fundamentals,Video,High
3479,EDA,Data Science,,79.07,63.13,80.83,Intermediate,,Video,Mixed,Adaptive,63.35,55.08,3,1,46.47,28.11,37.42,Study Core Material,Interactive Course,Medium
4667,Overfitting & Underfitting,Machine Learning,29.42,14.04,15.72,29.67,Some Experience,4.58,Interactive Course,Visual,Adaptive,43.86,27.34,6,1,12.45,52.77,77.94,Learn Fundamentals,Video,High
3274,Data Preprocessing,Machine Learning,2.87,25.13,18.38,35.79,Beginner,5.26,Video,Mixed,Adaptive,12.36,32.04,6,1,17.6,23.67,87.35,Learn Fundamentals,Video,High
2686,Data Preprocessing,Machine Learning,28.63,5.22,28.5,32.44,Beginner,4.45,Interactive Course,Reading,Intermediate,22.15,32.68,4,1,17.85,7.59,78.42,Learn Fundamentals,Article,High
284,Linear Regression,Machine Learning,0.0,58.3,22.63,0.91,None,9.18,Documentation,Hands-on,Beginner,0.0,33.36,5,1,16.67,14.29,77.98,Learn Fundamentals,Article,High
1769,Classification,Machine Learning,25.45,18.63,34.61,20.89,Beginner,6.26,Project,Mixed,Adaptive,28.7,36.99,4,1,44.62,19.96,74.76,Learn Fundamentals,Video,High
4382,JavaScript,Web Development,40.96,26.74,0.53,24.55,None,7.98,Article,Mixed,Intermediate,33.12,20.98,3,1,6.81,37.71,71.39,Learn Fundamentals,Video,High
906,JavaScript,Web Development,51.59,61.49,37.26,31.41,Intermediate,10.91,Video,Visual,Beginner,17.8,39.8,4,1,21.69,28.09,48.31,Learn Fundamentals,Video,High
967,HTML/CSS,Web Development,31.61,0.0,0.0,17.43,Intermediate,1.29,Video,Hands-on,Beginner,42.95,30.09,4,1,7.23,16.1,84.2,Learn Fundamentals,Article,High
34,Logistic Regression,Machine Learning,40.3,59.65,11.04,29.44,Intermediate,2.59,Interactive Course,Visual,Adaptive,0.0,16.85,4,1,68.1,21.03,59.75,Revision,Practice Questions,Medium
434,Overfitting & Underfitting,Machine Learning,14.11,13.62,40.91,29.51,Some Experience,8.25,Video,Mixed,Beginner,47.28,43.08,4,1,29.18,25.91,80.68,Learn Fundamentals,Video,High
2816,FastAPI,Backend Development,63.66,37.19,9.26,61.8,Beginner,7.91,Article,Reading,Adaptive,56.66,45.81,1,1,29.81,36.02,55.16,Learn Fundamentals,Article,High
2791,JavaScript,Web Development,60.73,40.82,28.78,58.75,Beginner,2.59,Project,Reading,Adaptive,32.95,31.91,2,1,41.81,31.04,51.63,Study Core Material,Documentation,Medium
645,Classification,Machine Learning,50.28,57.08,20.35,38.02,Beginner,13.95,Video,Hands-on,Intermediate,42.04,37.45,3,1,40.93,32.79,53.67,Revision,Practice Questions,Medium
552,JavaScript,Web Development,17.02,74.58,35.78,43.93,None,1.26,Documentation,Hands-on,Beginner,30.59,39.57,5,1,48.76,20.2,61.96,Learn Fundamentals,Article,High
3533,HTML/CSS,Web Development,48.44,24.22,27.54,,Beginner,1.43,Interactive Course,Visual,Advanced,15.63,26.12,4,1,29.39,49.01,63.01,Learn Fundamentals,Video,High
3599,React,Web Development,13.92,0.0,0.0,12.5,Beginner,1.46,Practice Questions,Hands-on,Beginner,19.66,25.68,5,1,0.0,14.46,93.04,Learn Fundamentals,Article,High
4783,Data Preprocessing,Machine Learning,39.63,26.55,12.78,28.37,Some Experience,9.68,Video,Mixed,Beginner,23.26,14.82,4,1,30.46,19.17,69.66,Learn Fundamentals,Video,High
1828,Logistic Regression,Machine Learning,52.84,63.26,26.49,35.59,None,4.32,Project,Reading,Beginner,42.17,53.63,4,1,68.81,59.3,49.3,Build Concept,Video,High
3221,HTML/CSS,Web Development,9.82,47.71,14.43,16.43,None,7.17,Video,Visual,Intermediate,7.98,31.43,5,1,35.6,11.42,77.89,Learn Fundamentals,Video,High
3333,Overfitting & Underfitting,Machine Learning,34.39,43.45,48.2,60.72,Beginner,3.45,Practice Questions,Mixed,Adaptive,0.0,40.35,4,1,41.8,8.75,60.13,Learn Fundamentals,Video,High
298,REST APIs,Backend Development,11.32,10.23,5.65,42.07,Some Experience,4.22,Project,Visual,Intermediate,14.79,42.42,6,1,0.0,37.75,90.14,Learn Fundamentals,Video,High
2398,Decision Trees,Machine Learning,41.01,77.82,58.56,28.24,Some Experience,1.0,Video,Hands-on,Intermediate,28.0,34.27,4,1,48.94,30.51,44.44,Revision,Practice Questions,Medium
2605,Clustering,Machine Learning,9.05,65.0,51.62,57.7,Some Experience,10.36,Practice Questions,Reading,Intermediate,16.89,32.81,6,1,38.74,25.12,65.65,Learn Fundamentals,Article,High
2662,Classification,Machine Learning,28.04,1.21,38.3,7.68,Some Experience,6.21,Article,Hands-on,Intermediate,8.63,20.27,4,1,0.0,19.57,77.96,Learn Fundamentals,Article,High
3204,JavaScript,Web Development,40.74,22.46,22.49,46.45,None,2.27,Interactive Course,Visual,Intermediate,23.03,33.34,4,1,43.07,35.08,68.39,Revision,Practice Questions,Medium
2326,SQL/Databases,Backend Development,2.12,12.9,26.17,28.15,Some Experience,10.2,Video,Reading,Intermediate,30.75,43.09,7,1,8.83,25.26,89.84,Learn Fundamentals,Article,High
2113,HTML/CSS,Web Development,57.87,69.82,35.85,44.75,Intermediate,1.79,Practice Questions,Hands-on,Beginner,34.88,21.73,2,0,66.54,20.51,42.95,Revision,Interactive Course,Medium
3275,HTML/CSS,Web Development,41.88,40.65,43.71,38.86,Beginner,3.97,Practice Questions,Hands-on,Adaptive,26.56,36.5,4,1,51.9,26.22,58.12,Revision,Interactive Course,Medium
3598,Clustering,Machine Learning,0.0,16.23,13.12,4.87,Beginner,4.68,Project,Mixed,Beginner,24.83,31.62,5,1,0.72,36.46,92.51,Learn Fundamentals,Video,High
946,Deployment,DevOps/Cloud,7.89,43.07,51.28,40.35,Beginner,1.86,Documentation,Visual,Beginner,42.99,31.63,7,1,27.87,11.83,72.88,Learn Fundamentals,Video,High
4489,HTML/CSS,Web Development,25.68,44.98,33.06,16.79,Beginner,1.95,Interactive Course,Hands-on,Intermediate,26.82,30.31,5,1,36.47,22.48,67.05,Learn Fundamentals,Article,High
2385,Overfitting & Underfitting,Machine Learning,7.21,55.57,53.72,70.23,Intermediate,3.83,Video,Mixed,Adaptive,27.92,49.03,4,1,27.04,26.26,68.98,Learn Fundamentals,Video,High
3653,Clustering,Machine Learning,20.17,3.61,0.0,19.51,None,7.46,Practice Questions,Hands-on,Adaptive,5.32,22.01,5,1,0.0,18.34,88.83,Learn Fundamentals,Article,High
1552,EDA,Data Science,21.04,35.86,26.77,47.98,Beginner,6.2,Practice Questions,Hands-on,Advanced,36.17,29.2,5,1,31.63,24.31,73.37,Learn Fundamentals,Article,High
2662,JavaScript,Web Development,26.12,23.55,4.9,14.54,Some Experience,6.21,Article,Hands-on,Intermediate,0.0,20.69,4,1,35.24,24.93,78.89,Learn Fundamentals,Article,High
1175,REST APIs,Backend Development,15.68,41.65,33.99,19.31,Intermediate,10.92,Project,Visual,Advanced,22.42,31.35,6,1,26.47,9.53,72.87,Learn Fundamentals,Video,High
3926,JavaScript,Web Development,12.28,6.89,22.88,41.91,Beginner,7.08,Video,Reading,Adaptive,35.82,34.57,5,1,1.26,38.43,87.22,Learn Fundamentals,Article,High
3468,Data Preprocessing,Machine Learning,10.29,40.45,21.93,21.94,Some Experience,6.26,Video,Hands-on,Beginner,10.79,24.79,4,1,2.88,33.81,78.34,Learn Fundamentals,Article,High
3370,Data Preprocessing,Machine Learning,40.07,36.86,15.35,28.07,Some Experience,5.4,Documentation,Mixed,Intermediate,12.08,38.07,5,1,24.38,39.9,65.84,Learn Fundamentals,Video,High
2205,React,Web Development,0.0,33.29,36.51,49.55,Beginner,7.53,Project,Mixed,Adaptive,28.83,42.1,6,1,42.36,42.0,82.71,Learn Fundamentals,Video,High
2025,SQL/Databases,Backend Development,,28.64,0.0,16.75,Beginner,1.45,Article,Reading,Intermediate,26.42,28.74,5,1,23.27,40.69,79.76,Learn Fundamentals,Article,High
4133,Overfitting & Underfitting,Machine Learning,25.97,14.08,14.14,39.63,Beginner,5.1,Video,Hands-on,Adaptive,13.97,41.6,6,1,15.07,23.55,79.96,Learn Fundamentals,Article,High
514,React,Web Development,45.13,46.85,30.28,42.01,Beginner,2.86,Project,Reading,Intermediate,13.07,37.27,4,1,45.68,22.03,57.32,Revision,Interactive Course,Medium
2265,JavaScript,Web Development,53.63,45.63,21.11,23.93,Beginner,3.91,Project,Reading,Intermediate,4.15,18.77,4,1,44.02,18.73,55.27,Revision,Interactive Course,Medium
4046,Decision Trees,Machine Learning,11.19,25.27,56.89,9.22,Advanced,9.89,Video,Hands-on,Advanced,12.03,23.29,6,1,29.53,10.55,75.45,Learn Fundamentals,Article,High
3565,Deployment,DevOps/Cloud,46.65,43.35,36.58,54.57,Beginner,5.43,Project,Hands-on,Adaptive,24.08,43.11,3,1,42.27,18.2,56.35,Revision,Practice Questions,Medium
2585,ML Fundamentals,Machine Learning,26.37,16.84,0.0,40.27,Intermediate,4.79,Interactive Course,Reading,Intermediate,46.09,9.5,5,1,28.06,16.73,81.76,Learn Fundamentals,Article,High
